,minasrojas,militar,puertoayora,puertovillamil,puertobaccerizomoreno,eljunco,lagalapaguera,cuevadesucre,negra,crocker,rosa,
2022-04-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-04-02,0.17659,2.3789e-07,0.00010974,0.0015803,0.087344,0.039748,0.0092668,0.068389,0.23358,0.0037208,0.70231
2022-04-03,0.043501,0.0032654,0.0092020,0.0045069,0.0000,0.0014276,0.00097782,0.030403,0.21713,0.00045725,0.00062694
2022-04-04,0.23557,0.039488,0.00048086,6.4269e-07,1.1548,3.2424,1.2712,0.00068119,0.25790,0.033078,0.039638
2022-04-05,0.51323,0.011386,0.062066,0.022220,0.00086405,0.018713,0.051702,0.19589,0.22079,0.067165,0.30396
2022-04-06,0.16097,0.0020242,0.035878,0.32703,0.0025272,0.057254,0.030833,0.46250,0.21608,0.021345,0.0071260
2022-04-07,6.7850e-06,6.7975e-06,0.0092155,0.0055188,1.5971e-07,0.012109,0.0030080,0.015456,0.010505,0.0049350,0.00013253
2022-04-08,0.0071537,1.8583e-07,0.011241,0.00048575,5.3697e-05,0.0021522,0.0035175,0.00053442,0.0036636,0.0027953,2.3597e-05
2022-04-09,0.33209,0.0000,4.7941e-06,8.8062e-05,0.0095639,0.074557,0.00081727,0.14616,0.10662,0.049631,2.5810
2022-04-10,0.29250,0.0000,0.00035747,0.26928,0.0058514,0.0021797,0.00022225,0.070192,0.13737,0.020535,0.51929
2022-04-11,0.0061101,0.0000,0.0012319,0.0097250,0.0000,0.011806,0.012492,0.0068379,0.030148,0.019305,0.00041051
2022-04-12,0.0088535,0.0000,0.0057366,0.052510,0.073241,0.016510,0.0077054,0.065334,0.20812,0.010011,0.0020381
2022-04-13,0.18959,0.00024564,0.0013555,0.034219,0.024716,0.0017375,0.022649,0.28059,0.32090,0.0071663,0.53784
2022-04-14,0.019691,0.0016740,0.028288,0.55851,9.6458e-05,0.0030346,0.0018658,0.29725,0.46718,0.0076744,0.0027861
2022-04-15,0.025992,8.6694e-06,0.0025820,0.0036065,0.0087566,0.0010232,0.010428,0.084518,0.32800,0.0048527,0.0025055
2022-04-16,0.14216,0.0011764,0.010243,0.00034154,0.00010215,0.020388,0.010482,0.028705,0.42785,0.015894,0.038691
2022-04-17,0.00017679,0.026956,0.0036070,0.044303,7.4204e-06,0.00022798,0.013327,0.013180,0.16675,0.0063653,0.0012281
2022-04-18,1.8199e-05,0.0011916,0.0086537,0.054214,5.5674e-06,0.0050877,0.0076783,0.048998,0.27835,0.022826,0.0057853
2022-04-19,0.12805,1.8676e-06,0.0052723,0.10902,5.7583e-06,0.0031307,0.0022758,0.25857,0.95491,0.020613,0.035309
2022-04-20,0.039566,9.7117e-07,0.0000,0.021143,0.0000,0.0000,0.0000,0.038205,0.70331,0.0054981,3.1789e-07
2022-04-21,0.0000,0.0000,0.0000,0.0023526,0.0000,0.0000,0.0000,0.025195,0.0095515,0.0000,0.0000
2022-04-22,0.0000,0.0000,0.0000,0.00043091,0.0000,0.0000,0.0000,0.0033520,0.028790,0.0000,0.0000
2022-04-23,0.041032,0.0000,0.0000,0.00025288,0.0000,6.1233e-05,0.0010510,0.0071415,0.37255,0.0051364,0.0095522
2022-04-24,7.9791e-05,0.0000,0.0000,0.0062230,0.0000,0.0000,1.3498e-06,2.1720e-05,0.021897,0.0000,0.0000
2022-04-25,0.00033578,0.0000,0.011765,0.019219,0.0000,0.0000,0.0000,0.00089631,0.016915,0.00038407,6.3271e-06
2022-04-26,0.0000,0.0000,0.0039893,0.0022293,0.0000,0.00040050,0.0084454,4.0141e-06,0.021583,1.0078e-06,2.9381e-07
2022-04-27,0.0000,0.0000,0.0054698,0.0067456,0.0000,1.1199e-05,0.0075055,7.1086e-06,0.0021766,1.0564e-06,0.0000
2022-04-28,0.0000,0.0000,0.00021959,1.4895e-05,0.0000,0.0000,0.0000,0.0000,0.17756,0.0000,0.0000
2022-04-29,0.0000,0.0000,0.0000,0.0099263,0.0000,0.0000,0.0000,2.3156e-07,7.0532e-07,0.0000,0.0000
2022-04-30,0.0000,0.0000,0.0088298,0.022576,0.0000,7.3815e-05,0.0070429,5.1758e-06,0.00098427,2.0299e-06,4.1089e-07
2022-05-01,0.0000,0.0000,0.011110,0.0022348,8.1820e-07,0.00011617,0.0063712,0.00013833,5.1036e-07,1.6869e-05,1.4253e-06
2022-05-02,0.0000,0.0000,0.045124,0.037653,0.0000,0.00068085,0.0099493,0.0095593,2.6471e-07,9.2250e-06,8.7818e-07
2022-05-03,0.0000,0.0000,0.0000,0.0088667,0.0000,0.0000,0.0000,2.2612e-07,0.056892,0.0000,0.0000
2022-05-04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2251e-06,0.045218,0.0000,0.0000
2022-05-05,3.2804e-07,0.0000,0.0058284,0.0015084,4.8857e-05,0.0020653,0.0057583,4.1713e-05,0.0012595,7.9720e-05,5.1384e-05
2022-05-06,8.3968e-06,0.00014855,0.021358,0.017707,0.0000,0.017322,0.055322,0.053875,0.041026,0.014098,5.1316e-05
2022-05-07,0.069364,0.0031067,0.020563,0.0043944,0.0058456,0.017090,0.0065100,0.0030837,0.087127,0.016120,0.044172
2022-05-08,0.0000,0.0000,2.1436e-07,0.0000,0.0000,0.00048198,0.00031559,0.0000,0.0000,0.0000,0.0000
2022-05-09,0.0000,0.0000,0.011086,0.012807,5.7386e-05,8.0449e-05,0.0052886,0.00021065,0.036754,2.0975e-05,1.2900e-05
2022-05-10,1.0824e-05,0.0000,0.0019451,0.012014,6.2697e-06,0.011136,0.013874,0.0029659,0.0078803,0.0028365,0.0043887
2022-05-11,3.7552e-05,0.0000,0.020082,0.0068099,0.0000,0.0050257,0.0074625,0.0096258,0.013514,0.029724,0.0029809
2022-05-12,3.5262e-06,0.0000,0.012036,0.025205,0.0000,0.0041477,0.024728,0.0011056,0.012612,0.0047834,4.6434e-05
2022-05-13,0.0000,0.0000,0.00013445,7.2436e-07,1.0246e-05,0.00017491,0.0043345,1.2453e-06,0.0039496,0.0025900,1.0831e-06
2022-05-14,0.0000,0.0000,0.00029097,0.0061484,0.0000,0.0057865,0.0042927,0.00028580,4.9341e-05,3.1044e-05,0.0000
2022-05-15,4.7591e-06,0.0000,0.019871,0.010167,0.0000,0.0082037,0.0061605,0.00030123,0.015508,0.0079026,0.00025682
2022-05-16,1.2357e-07,0.0000,0.0069643,0.0076786,8.4807e-05,0.00019597,0.0090593,2.1426e-06,0.0020080,2.2731e-05,9.3942e-06
2022-05-17,0.0000,0.0000,0.0085641,0.0038182,8.7370e-07,7.4420e-06,0.0042225,1.3317e-07,0.021489,1.2452e-06,7.8491e-07
2022-05-18,1.9061e-07,0.0000,0.0064164,0.0025382,5.2873e-07,8.8820e-05,0.0075385,0.00024057,0.012385,7.2256e-05,0.00017273
2022-05-19,0.0000,0.0000,0.0038039,0.0088996,9.7782e-05,0.00036813,0.016003,0.0064446,1.5733e-05,1.0031e-05,2.5948e-06
2022-05-20,6.2016e-05,0.0000,0.0080530,0.065906,0.0067052,0.0084619,0.027176,0.025836,0.010978,0.0083541,0.0029649
2022-05-21,2.1476e-07,0.00032970,0.0087148,0.0046237,0.0000,0.00020766,0.0053280,0.0076511,0.0025154,0.00043473,3.5496e-05
2022-05-22,0.0000,0.0000,0.0029290,0.012424,3.0723e-06,0.0042102,0.012533,0.0019036,0.00022201,0.00038952,3.2120e-07
2022-05-23,0.00013164,0.0000,0.012700,0.0088141,0.0010550,0.15611,0.056993,0.016395,0.16014,0.042019,0.0016558
2022-05-24,0.00060556,0.0000,0.061260,0.036056,0.00085306,0.076863,0.062131,0.0076554,0.081582,0.053476,0.0082023
2022-05-25,4.9179e-07,0.0000,0.011277,0.014162,0.00017307,0.017145,0.032404,0.035120,0.057251,0.0010915,0.00023184
2022-05-26,6.0781e-06,0.0000,0.019961,0.018340,0.0000,0.00046750,0.014200,0.011063,0.0044881,0.0029275,2.3002e-05
2022-05-27,4.0164e-07,0.0000,0.025416,0.010147,0.00027617,0.0089989,0.027790,0.0028149,0.0014516,0.0010765,0.00086974
2022-05-28,0.00019346,0.0000,0.068733,0.0075044,0.0014058,0.0067689,0.020534,0.0069811,0.066365,0.023794,0.0040833
2022-05-29,0.0057457,2.3586e-07,0.0037290,0.010323,1.3421e-06,0.038002,0.043822,0.0084343,0.048503,0.0089104,0.013105
2022-05-30,0.00098455,0.0019562,0.10870,0.17037,0.010296,0.27571,0.30406,0.055510,0.27859,0.10380,0.056830
2022-05-31,0.0054462,0.0036202,0.017983,0.0023628,0.059533,0.17756,0.053848,0.030288,0.15431,0.13062,0.036279
2022-06-01,0.00019919,0.0000,0.035493,0.037046,0.0018035,0.041142,0.058084,0.0095431,0.057138,0.041310,0.015229
2022-06-02,0.0024082,1.1413e-06,0.13013,0.15644,0.0026053,0.21122,0.086879,0.20535,0.23647,0.11526,0.062190
2022-06-03,1.7482e-06,0.0000,0.017451,0.0033973,0.0000,0.010023,0.0072087,0.016120,0.014502,0.00045746,0.00047796
2022-06-04,3.9920e-05,0.0056967,0.018692,9.6963e-05,5.0888e-05,0.0067800,0.049909,0.0046734,0.026268,0.0030397,0.0017477
2022-06-05,0.00087639,0.0000,0.064202,0.063045,0.0071206,0.099907,0.079929,0.098683,0.19830,0.090910,0.019906
2022-06-06,0.00061678,0.0000,0.022948,0.047997,0.0025970,0.018931,0.026662,0.0035038,0.022636,0.025688,0.011608
2022-06-07,0.00028351,3.2921e-05,0.00012891,0.0012467,7.3910e-05,0.0070755,0.0040936,0.070174,0.035393,0.038002,0.0094272
2022-06-08,0.00010518,3.1913e-05,0.0092887,0.10452,4.2965e-07,0.033825,0.052266,0.093606,0.083581,0.035188,0.0067504
2022-06-09,3.0051e-07,0.0000,0.0027543,0.00064539,0.0000,0.00041679,0.0078852,0.022350,0.025936,0.0051029,0.0016360
2022-06-10,1.1719e-06,0.0000,0.025692,0.0038852,3.7982e-06,0.0037370,0.037595,0.0076877,0.0028412,0.0022608,0.00028530
2022-06-11,7.8804e-05,0.0000,0.051797,0.034029,0.00052300,0.0075701,0.017748,0.0058047,0.052488,0.012752,0.0018750
2022-06-12,1.2120e-06,0.0000,0.011120,0.025277,0.00045724,0.0031790,0.010167,0.00089165,0.028805,0.00041719,0.00060401
2022-06-13,0.0000,0.0000,0.0000,0.0000,2.9411e-06,0.0023738,0.0079966,0.0000,0.0059948,4.4232e-06,2.2819e-05
2022-06-14,0.0036226,0.0000,0.0055707,0.0000,0.0015571,0.060189,0.015385,0.014155,0.20362,0.024319,0.0018767
2022-06-15,0.00029441,0.0000,0.00055622,0.0073868,0.0000,0.0011533,2.2689e-06,0.059364,0.14908,0.037078,0.00098791
2022-06-16,0.00012263,0.0000,0.011331,0.0046034,0.00039866,0.024174,0.064611,0.022054,0.058602,0.011828,0.00043705
2022-06-17,0.0021621,0.0000,0.053788,0.015689,0.0020397,0.12439,0.055584,0.069172,0.25950,0.16054,0.029772
2022-06-18,0.00021673,0.0000,0.016268,0.0019893,0.00012530,0.088001,0.080455,0.032459,0.094276,0.059853,0.0053691
2022-06-19,0.00031010,3.8143e-05,0.011333,0.062869,0.00072095,0.098992,0.095852,0.18185,0.17858,0.090547,0.0030058
2022-06-20,0.00087549,0.0022774,0.063022,0.029518,0.0017779,0.16082,0.098200,0.048226,0.18259,0.11045,0.022697
2022-06-21,0.0029909,1.0989e-06,0.12850,0.14213,0.0099898,0.17831,0.11700,0.076575,0.26084,0.13199,0.027327
2022-06-22,0.00065101,0.0000,0.0011008,0.21912,0.00039401,0.018636,0.010897,0.12276,0.22895,0.046913,0.011284
2022-06-23,3.3754e-05,0.0000,0.00037383,0.0010617,9.3227e-07,0.0093786,0.011865,0.0022512,0.0031742,0.0071959,0.00043121
2022-06-24,0.00021367,0.0000,0.0020357,0.0030014,5.5945e-05,0.016493,0.016507,0.0054670,0.033690,0.051267,0.0017514
2022-06-25,0.0010981,1.4173e-05,0.076355,0.076880,0.00025183,0.082474,0.079607,0.036436,0.22480,0.10575,0.021689
2022-06-26,2.6262e-05,0.0000,0.018554,0.048392,0.00044834,0.014844,0.044024,0.0015678,0.044685,0.0057515,0.0024366
2022-06-27,3.5659e-06,3.2284e-05,0.0073449,0.0045271,0.00022045,0.034398,0.059793,0.00087187,0.047987,0.0045367,6.7105e-06
2022-06-28,0.00010342,1.2583e-05,0.024000,0.025145,3.0462e-05,0.0048904,0.015523,0.015520,0.040397,0.016291,0.00095188
2022-06-29,0.00023480,0.00026378,0.022691,0.028029,0.0023411,0.050278,0.087246,0.067625,0.030768,0.030139,0.0023783
2022-06-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
